# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-11-10 11:17:02 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03303280 OHIO RIVER AT CANNELTON DAM AT CANNELTON, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03303280
#            TS   parameter     statistic     Description
#        192392       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	192392_00060_00003	192392_00060_00003_cd
USGS	03303280	2016-03-13	247000	A
USGS	03303280	2016-03-14	256000	A
USGS	03303280	2016-03-15	272000	A
USGS	03303280	2016-03-16	272000	A
USGS	03303280	2016-03-17	279000	A
USGS	03303280	2016-03-18	290000	A
USGS	03303280	2016-03-19	292000	A
USGS	03303280	2016-03-20	269000	A
USGS	03303280	2016-03-21	210000	A
USGS	03303280	2016-03-22	168000	A:e
USGS	03303280	2016-03-23	135000	A:e
USGS	03303280	2016-03-24	128000	A
USGS	03303280	2016-03-25	120000	A
USGS	03303280	2016-03-26	116000	A
USGS	03303280	2016-03-27	110000	A
USGS	03303280	2016-03-28	122000	A
USGS	03303280	2016-03-29	139000	A
USGS	03303280	2016-03-30	151000	A
USGS	03303280	2016-03-31	151000	A
USGS	03303280	2016-04-01	178000	A
USGS	03303280	2016-04-02	168000	A
USGS	03303280	2016-04-03	132000	A
USGS	03303280	2016-04-04	108000	A
USGS	03303280	2016-04-05	113000	A
USGS	03303280	2016-04-06	106000	A
USGS	03303280	2016-04-07	86000	A
USGS	03303280	2016-04-08	90700	A
USGS	03303280	2016-04-09	89300	A
USGS	03303280	2016-04-10	94900	A
USGS	03303280	2016-04-11	107000	A
USGS	03303280	2016-04-12	159000	A
USGS	03303280	2016-04-13	191000	A
USGS	03303280	2016-04-14	187000	A
USGS	03303280	2016-04-15	202000	A
USGS	03303280	2016-04-16	214000	A
USGS	03303280	2016-04-17	205000	A
USGS	03303280	2016-04-18	172000	A
USGS	03303280	2016-04-19	135000	A
USGS	03303280	2016-04-20	108000	A
USGS	03303280	2016-04-21	94900	A
USGS	03303280	2016-04-22	78000	A
USGS	03303280	2016-04-23	69600	A
USGS	03303280	2016-04-24	82000	A
USGS	03303280	2016-04-25	79600	A
USGS	03303280	2016-04-26	69100	A
USGS	03303280	2016-04-27	89300	A
USGS	03303280	2016-04-28	158000	A
USGS	03303280	2016-04-29	179000	A
USGS	03303280	2016-04-30	171000	A
USGS	03303280	2016-05-01	173000	A
USGS	03303280	2016-05-02	190000	A
USGS	03303280	2016-05-03	206000	A
USGS	03303280	2016-05-04	255000	A
USGS	03303280	2016-05-05	287000	A
USGS	03303280	2016-05-06	295000	A
USGS	03303280	2016-05-07	270000	A
USGS	03303280	2016-05-08	236000	A
USGS	03303280	2016-05-09	221000	A
USGS	03303280	2016-05-10	215000	A
USGS	03303280	2016-05-11	224000	A
USGS	03303280	2016-05-12	240000	A
USGS	03303280	2016-05-13	243000	A
USGS	03303280	2016-05-14	245000	A
USGS	03303280	2016-05-15	242000	A
USGS	03303280	2016-05-16	207000	A
USGS	03303280	2016-05-17	188000	A
USGS	03303280	2016-05-18	176000	A
USGS	03303280	2016-05-19	155000	A
USGS	03303280	2016-05-20	154000	A
USGS	03303280	2016-05-21	163000	A
USGS	03303280	2016-05-22	183000	A
USGS	03303280	2016-05-23	192000	A
USGS	03303280	2016-05-24	192000	A
USGS	03303280	2016-05-25	203000	A
USGS	03303280	2016-05-26	209000	A
USGS	03303280	2016-05-27	185000	A
USGS	03303280	2016-05-28	148000	A
USGS	03303280	2016-05-29	124000	A
USGS	03303280	2016-05-30	88300	A
USGS	03303280	2016-05-31	82500	A
USGS	03303280	2016-06-01	87500	A
USGS	03303280	2016-06-02	67800	A
USGS	03303280	2016-06-03	62800	A
USGS	03303280	2016-06-04	83800	A
USGS	03303280	2016-06-05	85000	A
USGS	03303280	2016-06-06	96800	A
USGS	03303280	2016-06-07	104000	A
USGS	03303280	2016-06-08	98300	A
USGS	03303280	2016-06-09	99200	A
USGS	03303280	2016-06-10	86200	A
USGS	03303280	2016-06-11	61400	A
USGS	03303280	2016-06-12	39000	A
USGS	03303280	2016-06-13	44000	A
USGS	03303280	2016-06-14	51100	A
USGS	03303280	2016-06-15	41100	A
USGS	03303280	2016-06-16	31800	A
USGS	03303280	2016-06-17	43100	A
USGS	03303280	2016-06-18	72400	A
USGS	03303280	2016-06-19	70700	A
USGS	03303280	2016-06-20	68500	A
USGS	03303280	2016-06-21	34000	A
USGS	03303280	2016-06-22	38700	A
USGS	03303280	2016-06-23	71700	A
USGS	03303280	2016-06-24	97100	A
USGS	03303280	2016-06-25	154000	A
USGS	03303280	2016-06-26	215000	A
USGS	03303280	2016-06-27	253000	A
USGS	03303280	2016-06-28	231000	A
USGS	03303280	2016-06-29	147000	A
USGS	03303280	2016-06-30	110000	A
USGS	03303280	2016-07-01	80600	A
USGS	03303280	2016-07-02	50600	A
USGS	03303280	2016-07-03	51100	A
USGS	03303280	2016-07-04	63000	A
USGS	03303280	2016-07-05	76300	A
USGS	03303280	2016-07-06	65000	A
USGS	03303280	2016-07-07	70800	A
USGS	03303280	2016-07-08	103000	A
USGS	03303280	2016-07-09	113000	A
USGS	03303280	2016-07-10	105000	A
USGS	03303280	2016-07-11	106000	A
USGS	03303280	2016-07-12	94700	A
USGS	03303280	2016-07-13	68100	A
USGS	03303280	2016-07-14	34500	A
USGS	03303280	2016-07-15	38600	A
USGS	03303280	2016-07-16	72300	A
USGS	03303280	2016-07-17	63400	A
USGS	03303280	2016-07-18	32900	A
USGS	03303280	2016-07-19	27800	A
USGS	03303280	2016-07-20	22900	A
USGS	03303280	2016-07-21	36500	A
USGS	03303280	2016-07-22	23400	A
USGS	03303280	2016-07-23	21900	A
USGS	03303280	2016-07-24	46500	A
USGS	03303280	2016-07-25	7990	A
USGS	03303280	2016-07-26	34600	A
USGS	03303280	2016-07-27	37200	A
USGS	03303280	2016-07-28	31800	A
USGS	03303280	2016-07-29	96300	A
USGS	03303280	2016-07-30	86900	A
USGS	03303280	2016-07-31	104000	A
USGS	03303280	2016-08-01	89200	A
USGS	03303280	2016-08-02	82300	A
USGS	03303280	2016-08-03	83100	A
USGS	03303280	2016-08-04	68500	A
USGS	03303280	2016-08-05	50800	A
USGS	03303280	2016-08-06	55100	A
USGS	03303280	2016-08-07	66600	A
USGS	03303280	2016-08-08	33800	A
USGS	03303280	2016-08-09	39900	A
USGS	03303280	2016-08-10	53300	A
USGS	03303280	2016-08-11	43000	A
USGS	03303280	2016-08-12	15000	A
USGS	03303280	2016-08-13	32200	A
USGS	03303280	2016-08-14	63200	A
USGS	03303280	2016-08-15	20900	A
USGS	03303280	2016-08-16	69200	A
USGS	03303280	2016-08-17	53300	A
USGS	03303280	2016-08-18	109000	A
USGS	03303280	2016-08-19	102000	A
USGS	03303280	2016-08-20	47300	A
USGS	03303280	2016-08-21	67100	A
USGS	03303280	2016-08-22	68600	A
USGS	03303280	2016-08-23	47100	A
USGS	03303280	2016-08-24	51100	A
USGS	03303280	2016-08-25	40600	A
USGS	03303280	2016-08-26	31000	A
USGS	03303280	2016-08-27	28100	A
USGS	03303280	2016-08-28	38000	A
USGS	03303280	2016-08-29	27800	A
USGS	03303280	2016-08-30	45300	A
USGS	03303280	2016-08-31	27700	A
USGS	03303280	2016-09-01	31700	A
USGS	03303280	2016-09-02	27900	A
USGS	03303280	2016-09-03	18100	A
USGS	03303280	2016-09-04	8000	A
USGS	03303280	2016-09-05	15200	A
USGS	03303280	2016-09-06	23500	A
USGS	03303280	2016-09-07	3820	A
USGS	03303280	2016-09-08	19200	A
USGS	03303280	2016-09-09	31200	A
USGS	03303280	2016-09-10	55400	A
USGS	03303280	2016-09-11	56100	A
USGS	03303280	2016-09-12	26200	A
USGS	03303280	2016-09-13	12600	A
USGS	03303280	2016-09-14	27800	A
USGS	03303280	2016-09-15	20300	A
USGS	03303280	2016-09-16	8600	A
USGS	03303280	2016-09-17	30000	A
USGS	03303280	2016-09-18	4870	A
USGS	03303280	2016-09-19	20700	A
USGS	03303280	2016-09-20	33200	A
USGS	03303280	2016-09-21	24100	A
USGS	03303280	2016-09-22	28200	A
USGS	03303280	2016-09-23	9940	A
USGS	03303280	2016-09-24	13800	A
USGS	03303280	2016-09-25	17500	A
USGS	03303280	2016-09-26	15300	A
USGS	03303280	2016-09-27	11300	A
USGS	03303280	2016-09-28	4500	A
USGS	03303280	2016-09-29	21000	A
USGS	03303280	2016-09-30	29900	A
USGS	03303280	2016-10-01	46600	A
USGS	03303280	2016-10-02	43800	A
USGS	03303280	2016-10-03	46900	A
USGS	03303280	2016-10-04	48200	A
USGS	03303280	2016-10-05	21800	A
USGS	03303280	2016-10-06	23500	A
USGS	03303280	2016-10-07	18200	A
USGS	03303280	2016-10-08	15800	A
USGS	03303280	2016-10-09	19200	A
USGS	03303280	2016-10-10	40700	A
USGS	03303280	2016-10-11	40900	A
USGS	03303280	2016-10-12	29400	A
USGS	03303280	2016-10-13	23100	A
USGS	03303280	2016-10-14	26800	A
USGS	03303280	2016-10-15	12900	A
USGS	03303280	2016-10-16	18000	A
USGS	03303280	2016-10-17	18300	A
USGS	03303280	2016-10-18	20500	A
USGS	03303280	2016-10-19	4230	A
USGS	03303280	2016-10-20	48100	A
USGS	03303280	2016-10-21	36300	A:e
USGS	03303280	2016-10-22	59000	A:e
USGS	03303280	2016-10-23	113000	A
USGS	03303280	2016-10-24	117000	A
USGS	03303280	2016-10-25	117000	A
USGS	03303280	2016-10-26	92600	A
USGS	03303280	2016-10-27	59200	A
USGS	03303280	2016-10-28	54500	A
USGS	03303280	2016-10-29	58200	A
USGS	03303280	2016-10-30	45100	A
USGS	03303280	2016-10-31	53400	A
USGS	03303280	2016-11-01	56800	A
USGS	03303280	2016-11-02	28400	A
USGS	03303280	2016-11-03	47500	A
USGS	03303280	2016-11-04	44100	A
USGS	03303280	2016-11-05	43900	A
USGS	03303280	2016-11-06	40800	A
USGS	03303280	2016-11-07	44000	A
USGS	03303280	2016-11-08	34700	A
USGS	03303280	2016-11-09	26800	A
USGS	03303280	2016-11-10	42700	A
USGS	03303280	2016-11-11	41200	A
USGS	03303280	2016-11-12	39200	A
USGS	03303280	2016-11-13	35200	A
USGS	03303280	2016-11-14	36400	A
USGS	03303280	2016-11-15	39300	A
USGS	03303280	2016-11-16	22200	A
USGS	03303280	2016-11-17	31000	A
USGS	03303280	2016-11-18	30300	A
USGS	03303280	2016-11-19	28000	A
USGS	03303280	2016-11-20	18500	A
USGS	03303280	2016-11-21	28400	A
USGS	03303280	2016-11-22	35500	A
USGS	03303280	2016-11-23	29100	A
USGS	03303280	2016-11-24	34000	A
USGS	03303280	2016-11-25	34000	A
USGS	03303280	2016-11-26	32100	A
USGS	03303280	2016-11-27	21400	A
USGS	03303280	2016-11-28	24400	A
USGS	03303280	2016-11-29	55900	A
USGS	03303280	2016-11-30	43300	A
USGS	03303280	2016-12-01	31700	A
USGS	03303280	2016-12-02	62800	A
USGS	03303280	2016-12-03	89600	A
USGS	03303280	2016-12-04	98300	A
USGS	03303280	2016-12-05	93000	A
USGS	03303280	2016-12-06	70100	A
USGS	03303280	2016-12-07	75300	A
USGS	03303280	2016-12-08	66400	A
USGS	03303280	2016-12-09	71200	A
USGS	03303280	2016-12-10	91100	A
USGS	03303280	2016-12-11	90000	A
USGS	03303280	2016-12-12	83100	A
USGS	03303280	2016-12-13	74600	A
USGS	03303280	2016-12-14	72700	A
USGS	03303280	2016-12-15	89200	A
USGS	03303280	2016-12-16	95100	A
USGS	03303280	2016-12-17	97800	A
USGS	03303280	2016-12-18	159000	A
USGS	03303280	2016-12-19	214000	A
USGS	03303280	2016-12-20	233000	A
USGS	03303280	2016-12-21	257000	A
USGS	03303280	2016-12-22	282000	A
USGS	03303280	2016-12-23	267000	A
USGS	03303280	2016-12-24	206000	A
USGS	03303280	2016-12-25	163000	A
USGS	03303280	2016-12-26	149000	A
USGS	03303280	2016-12-27	159000	A
USGS	03303280	2016-12-28	180000	A
USGS	03303280	2016-12-29	187000	A
USGS	03303280	2016-12-30	197000	A
USGS	03303280	2016-12-31	206000	A
USGS	03303280	2017-01-01	207000	A
USGS	03303280	2017-01-02	194000	A
USGS	03303280	2017-01-03	168000	A
USGS	03303280	2017-01-04	160000	A
USGS	03303280	2017-01-05	184000	A
USGS	03303280	2017-01-06	224000	A
USGS	03303280	2017-01-07	254000	A
USGS	03303280	2017-01-08	260000	A
USGS	03303280	2017-01-09	243000	A
USGS	03303280	2017-01-10	189000	A
USGS	03303280	2017-01-11	144000	A
USGS	03303280	2017-01-12	123000	A
USGS	03303280	2017-01-13	161000	A
USGS	03303280	2017-01-14	199000	A
USGS	03303280	2017-01-15	251000	A:e
USGS	03303280	2017-01-16	302000	A:e
USGS	03303280	2017-01-17	352000	A:e
USGS	03303280	2017-01-18	394000	A:e
USGS	03303280	2017-01-19	416000	A:e
USGS	03303280	2017-01-20	408000	A:e
USGS	03303280	2017-01-21	394000	A:e
USGS	03303280	2017-01-22	360000	A:e
USGS	03303280	2017-01-23	312000	A:e
USGS	03303280	2017-01-24	280000	A:e
USGS	03303280	2017-01-25	271000	A
USGS	03303280	2017-01-26	283000	A
USGS	03303280	2017-01-27	306000	A
USGS	03303280	2017-01-28	309000	A
USGS	03303280	2017-01-29	297000	A
USGS	03303280	2017-01-30	272000	A
USGS	03303280	2017-01-31	229000	A
USGS	03303280	2017-02-01	188000	A
USGS	03303280	2017-02-02	160000	A
USGS	03303280	2017-02-03	139000	A
USGS	03303280	2017-02-04	120000	A
USGS	03303280	2017-02-05	108000	A
USGS	03303280	2017-02-06	109000	A
USGS	03303280	2017-02-07	101000	A
USGS	03303280	2017-02-08	106000	A
USGS	03303280	2017-02-09	120000	A
USGS	03303280	2017-02-10	161000	A
USGS	03303280	2017-02-11	187000	A
USGS	03303280	2017-02-12	205000	A
USGS	03303280	2017-02-13	202000	A
USGS	03303280	2017-02-14	193000	A
USGS	03303280	2017-02-15	190000	A
USGS	03303280	2017-02-16	195000	A
USGS	03303280	2017-02-17	192000	A
USGS	03303280	2017-02-18	185000	A
USGS	03303280	2017-02-19	163000	A
USGS	03303280	2017-02-20	142000	A
USGS	03303280	2017-02-21	123000	A
USGS	03303280	2017-02-22	108000	A
USGS	03303280	2017-02-23	102000	A
USGS	03303280	2017-02-24	89100	A
USGS	03303280	2017-02-25	81800	A
USGS	03303280	2017-02-26	91900	A
USGS	03303280	2017-02-27	108000	A
USGS	03303280	2017-02-28	119000	A
USGS	03303280	2017-03-01	196000	A:e
USGS	03303280	2017-03-02	307000	A:e
USGS	03303280	2017-03-03	373000	A:e
USGS	03303280	2017-03-04	416000	A:e
USGS	03303280	2017-03-05	409000	A:e
USGS	03303280	2017-03-06	340000	A:e
USGS	03303280	2017-03-07	264000	A:e
USGS	03303280	2017-03-08	232000	A:e
USGS	03303280	2017-03-09	213000	A:e
USGS	03303280	2017-03-10	208000	A
USGS	03303280	2017-03-11	230000	A
USGS	03303280	2017-03-12	240000	A
USGS	03303280	2017-03-13	234000	A
USGS	03303280	2017-03-14	213000	A
USGS	03303280	2017-03-15	176000	A
USGS	03303280	2017-03-16	148000	A
USGS	03303280	2017-03-17	122000	A
USGS	03303280	2017-03-18	113000	A
USGS	03303280	2017-03-19	100000	A
USGS	03303280	2017-03-20	90700	A
USGS	03303280	2017-03-21	118000	A
USGS	03303280	2017-03-22	150000	A
USGS	03303280	2017-03-23	173000	A
USGS	03303280	2017-03-24	175000	A
USGS	03303280	2017-03-25	151000	A
USGS	03303280	2017-03-26	134000	A
USGS	03303280	2017-03-27	123000	A
USGS	03303280	2017-03-28	137000	A
USGS	03303280	2017-03-29	154000	A
USGS	03303280	2017-03-30	178000	A
USGS	03303280	2017-03-31	202000	A
USGS	03303280	2017-04-01	226000	A
USGS	03303280	2017-04-02	269000	A
USGS	03303280	2017-04-03	301000	A
USGS	03303280	2017-04-04	306000	A
USGS	03303280	2017-04-05	305000	A
USGS	03303280	2017-04-06	299000	A
USGS	03303280	2017-04-07	295000	A
USGS	03303280	2017-04-08	293000	A
USGS	03303280	2017-04-09	296000	A
USGS	03303280	2017-04-10	293000	A
USGS	03303280	2017-04-11	288000	A
USGS	03303280	2017-04-12	279000	A
USGS	03303280	2017-04-13	255000	A
USGS	03303280	2017-04-14	216000	A
USGS	03303280	2017-04-15	187000	A
USGS	03303280	2017-04-16	170000	A
USGS	03303280	2017-04-17	174000	A
USGS	03303280	2017-04-18	155000	A
USGS	03303280	2017-04-19	139000	A
USGS	03303280	2017-04-20	133000	A
USGS	03303280	2017-04-21	133000	A
USGS	03303280	2017-04-22	138000	A
USGS	03303280	2017-04-23	132000	A
USGS	03303280	2017-04-24	138000	A
USGS	03303280	2017-04-25	159000	A
USGS	03303280	2017-04-26	184000	A
USGS	03303280	2017-04-27	208000	A
USGS	03303280	2017-04-28	220000	A
USGS	03303280	2017-04-29	252000	A
USGS	03303280	2017-04-30	296000	A
USGS	03303280	2017-05-01	273000	A
USGS	03303280	2017-05-02	235000	A
USGS	03303280	2017-05-03	216000	A
USGS	03303280	2017-05-04	208000	A
USGS	03303280	2017-05-05	254000	A
USGS	03303280	2017-05-06	288000	A
USGS	03303280	2017-05-07	275000	A
USGS	03303280	2017-05-08	266000	A
USGS	03303280	2017-05-09	267000	A
USGS	03303280	2017-05-10	286000	A
USGS	03303280	2017-05-11	286000	A
USGS	03303280	2017-05-12	285000	A
USGS	03303280	2017-05-13	273000	A
USGS	03303280	2017-05-14	244000	A
USGS	03303280	2017-05-15	246000	A
USGS	03303280	2017-05-16	261000	A
USGS	03303280	2017-05-17	258000	A
USGS	03303280	2017-05-18	218000	A
USGS	03303280	2017-05-19	159000	A
USGS	03303280	2017-05-20	118000	A
USGS	03303280	2017-05-21	149000	A
USGS	03303280	2017-05-22	174000	A
USGS	03303280	2017-05-23	168000	A
USGS	03303280	2017-05-24	149000	A
USGS	03303280	2017-05-25	173000	A
USGS	03303280	2017-05-26	222000	A
USGS	03303280	2017-05-27	223000	A
USGS	03303280	2017-05-28	246000	A
USGS	03303280	2017-05-29	252000	A
USGS	03303280	2017-05-30	245000	A
USGS	03303280	2017-05-31	211000	A
USGS	03303280	2017-06-01	189000	A
USGS	03303280	2017-06-02	178000	A
USGS	03303280	2017-06-03	154000	A
USGS	03303280	2017-06-04	130000	A
USGS	03303280	2017-06-05	94000	A
USGS	03303280	2017-06-06	67000	A
USGS	03303280	2017-06-07	88700	A
USGS	03303280	2017-06-08	117000	A
USGS	03303280	2017-06-09	108000	A
USGS	03303280	2017-06-10	68700	A
USGS	03303280	2017-06-11	31900	A
USGS	03303280	2017-06-12	62100	A
USGS	03303280	2017-06-13	52100	A
USGS	03303280	2017-06-14	41400	A
USGS	03303280	2017-06-15	51600	A
USGS	03303280	2017-06-16	85900	A
USGS	03303280	2017-06-17	60400	A
USGS	03303280	2017-06-18	63800	A
USGS	03303280	2017-06-19	78100	A
USGS	03303280	2017-06-20	74200	A
USGS	03303280	2017-06-21	100000	A
USGS	03303280	2017-06-22	129000	A
USGS	03303280	2017-06-23	142000	A
USGS	03303280	2017-06-24	180000	A
USGS	03303280	2017-06-25	250000	A
USGS	03303280	2017-06-26	266000	A
USGS	03303280	2017-06-27	275000	A
USGS	03303280	2017-06-28	245000	A
USGS	03303280	2017-06-29	178000	A
USGS	03303280	2017-06-30	119000	A
USGS	03303280	2017-07-01	71700	A
USGS	03303280	2017-07-02	85600	A
USGS	03303280	2017-07-03	95400	A
USGS	03303280	2017-07-04	97900	A
USGS	03303280	2017-07-05	97300	A
USGS	03303280	2017-07-06	97200	A
USGS	03303280	2017-07-07	92500	A
USGS	03303280	2017-07-08	102000	A
USGS	03303280	2017-07-09	137000	A
USGS	03303280	2017-07-10	136000	A
USGS	03303280	2017-07-11	102000	A
USGS	03303280	2017-07-12	78600	A
USGS	03303280	2017-07-13	98800	A
USGS	03303280	2017-07-14	121000	A
USGS	03303280	2017-07-15	125000	A
USGS	03303280	2017-07-16	127000	A
USGS	03303280	2017-07-17	143000	A
USGS	03303280	2017-07-18	143000	A
USGS	03303280	2017-07-19	117000	A
USGS	03303280	2017-07-20	72100	A
USGS	03303280	2017-07-21	48600	A
USGS	03303280	2017-07-22	49000	A
USGS	03303280	2017-07-23	82500	A
USGS	03303280	2017-07-24	127000	A
USGS	03303280	2017-07-25	127000	A
USGS	03303280	2017-07-26	144000	A
USGS	03303280	2017-07-27	148000	A
USGS	03303280	2017-07-28	110000	A
USGS	03303280	2017-07-29	108000	A
USGS	03303280	2017-07-30	107000	A
USGS	03303280	2017-07-31	138000	A
USGS	03303280	2017-08-01	171000	A
USGS	03303280	2017-08-02	183000	A
USGS	03303280	2017-08-03	139000	A
USGS	03303280	2017-08-04	72600	A
USGS	03303280	2017-08-05	46300	A
USGS	03303280	2017-08-06	38400	A
USGS	03303280	2017-08-07	60900	A
USGS	03303280	2017-08-08	44200	A
USGS	03303280	2017-08-09	50200	A
USGS	03303280	2017-08-10	50800	A
USGS	03303280	2017-08-11	45200	A
USGS	03303280	2017-08-12	51100	A
USGS	03303280	2017-08-13	45400	A
USGS	03303280	2017-08-14	42600	A
USGS	03303280	2017-08-15	48200	A
USGS	03303280	2017-08-16	20000	A
USGS	03303280	2017-08-17	45800	A
USGS	03303280	2017-08-18	41900	A
USGS	03303280	2017-08-19	36300	A
USGS	03303280	2017-08-20	71700	A
USGS	03303280	2017-08-21	52600	A
USGS	03303280	2017-08-22	24300	A
USGS	03303280	2017-08-23	34800	A
USGS	03303280	2017-08-24	44100	A
USGS	03303280	2017-08-25	55500	A
USGS	03303280	2017-08-26	37500	A
USGS	03303280	2017-08-27	26500	A
USGS	03303280	2017-08-28	19700	A
USGS	03303280	2017-08-29	16000	A
USGS	03303280	2017-08-30	43200	A
USGS	03303280	2017-08-31	31100	A
USGS	03303280	2017-09-01	19700	A
USGS	03303280	2017-09-02	85700	A
USGS	03303280	2017-09-03	77500	A
USGS	03303280	2017-09-04	37600	A
USGS	03303280	2017-09-05	43800	A
USGS	03303280	2017-09-06	42600	A
USGS	03303280	2017-09-07	51900	A
USGS	03303280	2017-09-08	46700	A
USGS	03303280	2017-09-09	36800	A
USGS	03303280	2017-09-10	45500	A
USGS	03303280	2017-09-11	19900	A
USGS	03303280	2017-09-12	23300	A
USGS	03303280	2017-09-13	32400	A
USGS	03303280	2017-09-14	37200	A
USGS	03303280	2017-09-15	18400	A:e
USGS	03303280	2017-09-16	18600	A
USGS	03303280	2017-09-17	31600	A
USGS	03303280	2017-09-18	28000	A
USGS	03303280	2017-09-19	33200	A
USGS	03303280	2017-09-20	21600	A:e
USGS	03303280	2017-09-21	7900	A:e
USGS	03303280	2017-09-22	30700	A
USGS	03303280	2017-09-23	23300	A
USGS	03303280	2017-09-24	10600	A
USGS	03303280	2017-09-25	45400	A
USGS	03303280	2017-09-26	5560	A
USGS	03303280	2017-09-27	4080	A
USGS	03303280	2017-09-28	16100	A
USGS	03303280	2017-09-29	9900	A
USGS	03303280	2017-09-30	17600	A
USGS	03303280	2017-10-01	27100	A
USGS	03303280	2017-10-02	3940	A
USGS	03303280	2017-10-03	4010	A
USGS	03303280	2017-10-04	17600	A
USGS	03303280	2017-10-05	19700	A
USGS	03303280	2017-10-06	16100	A
USGS	03303280	2017-10-07	13300	A
USGS	03303280	2017-10-08	37900	A
USGS	03303280	2017-10-09	79100	A
USGS	03303280	2017-10-10	71400	A
USGS	03303280	2017-10-11	82000	A
USGS	03303280	2017-10-12	90400	A
USGS	03303280	2017-10-13	71200	A
USGS	03303280	2017-10-14	57000	A
USGS	03303280	2017-10-15	46700	A
USGS	03303280	2017-10-16	41200	A
USGS	03303280	2017-10-17	27900	A
USGS	03303280	2017-10-18	24100	A
USGS	03303280	2017-10-19	34900	A
USGS	03303280	2017-10-20	34800	A
USGS	03303280	2017-10-21	28000	A
USGS	03303280	2017-10-22	25300	A
USGS	03303280	2017-10-23	18200	A
USGS	03303280	2017-10-24	25300	A
USGS	03303280	2017-10-25	26700	A
USGS	03303280	2017-10-26	64600	A
USGS	03303280	2017-10-27	105000	A
USGS	03303280	2017-10-28	101000	A
USGS	03303280	2017-10-29	65400	A
USGS	03303280	2017-10-30	59300	A
USGS	03303280	2017-10-31	80000	A
USGS	03303280	2017-11-01	91400	A
USGS	03303280	2017-11-02	106000	A
USGS	03303280	2017-11-03	107000	A
USGS	03303280	2017-11-04	105000	A
USGS	03303280	2017-11-05	100000	A
USGS	03303280	2017-11-06	146000	A
USGS	03303280	2017-11-07	225000	A
USGS	03303280	2017-11-08	246000	A
USGS	03303280	2017-11-09	267000	A
USGS	03303280	2017-11-10	278000	A
USGS	03303280	2017-11-11	265000	A
USGS	03303280	2017-11-12	223000	A
USGS	03303280	2017-11-13	173000	A
USGS	03303280	2017-11-14	142000	A
USGS	03303280	2017-11-15	118000	A
USGS	03303280	2017-11-16	108000	A
USGS	03303280	2017-11-17	95700	A
USGS	03303280	2017-11-18	78300	A
USGS	03303280	2017-11-19	94900	A
USGS	03303280	2017-11-20	131000	A
USGS	03303280	2017-11-21	163000	A
USGS	03303280	2017-11-22	198000	A
USGS	03303280	2017-11-23	209000	A
USGS	03303280	2017-11-24	194000	A
USGS	03303280	2017-11-25	162000	A
USGS	03303280	2017-11-26	147000	A
USGS	03303280	2017-11-27	133000	A
USGS	03303280	2017-11-28	116000	A
USGS	03303280	2017-11-29	101000	A
USGS	03303280	2017-11-30	97200	A
USGS	03303280	2017-12-01	93100	A
USGS	03303280	2017-12-02	68800	A
USGS	03303280	2017-12-03	58500	A
USGS	03303280	2017-12-04	56900	A
USGS	03303280	2017-12-05	47800	A
USGS	03303280	2017-12-06	66700	A
USGS	03303280	2017-12-07	66100	A
USGS	03303280	2017-12-08	58400	A
USGS	03303280	2017-12-09	63400	A
USGS	03303280	2017-12-10	62600	A
USGS	03303280	2017-12-11	56700	A
USGS	03303280	2017-12-12	36200	A
USGS	03303280	2017-12-13	46600	A
USGS	03303280	2017-12-14	40400	A
USGS	03303280	2017-12-15	37900	A
USGS	03303280	2017-12-16	37900	A
USGS	03303280	2017-12-17	40700	A
USGS	03303280	2017-12-18	37100	A
USGS	03303280	2017-12-19	31400	A
USGS	03303280	2017-12-20	29700	A
USGS	03303280	2017-12-21	29100	A
USGS	03303280	2017-12-22	43100	A
USGS	03303280	2017-12-23	85300	A
USGS	03303280	2017-12-24	136000	A
USGS	03303280	2017-12-25	168000	A
USGS	03303280	2017-12-26	198000	A
USGS	03303280	2017-12-27	198000	A
USGS	03303280	2017-12-28	174000	A
USGS	03303280	2017-12-29	144000	A
USGS	03303280	2017-12-30	111000	A
USGS	03303280	2017-12-31	84200	A
USGS	03303280	2018-01-01	69400	A
USGS	03303280	2018-01-02	51400	A
USGS	03303280	2018-01-03	35600	A
USGS	03303280	2018-01-04	21900	A
USGS	03303280	2018-01-05	42100	A
USGS	03303280	2018-01-06	37000	A:e
USGS	03303280	2018-01-07	28600	A:e
USGS	03303280	2018-01-08	24900	A:e
USGS	03303280	2018-01-09	25300	A:e
USGS	03303280	2018-01-10	24700	A:e
